Brand,Model,Body,Country,Condition,Fuel_Type,Gearbox,Horsepower,Seats,Doors,Color,Full_Service_History,Non_Smoker_Vehicle,Seller,Vehicle_Age,Annual_Distance_Avg,Market_Segment,Classic_Vehicle
19,226,3,4,1,6,1,101,5,5,1,False,0,0,1,1.0,2,0
45,527,3,4,0,2,0,272,5,5,2,False,0,0,6,0.0,1,0
1,574,5,4,1,1,1,150,5,4,10,True,0,0,9,15822.333333333334,1,0
11,983,0,1,1,6,1,90,5,5,2,False,0,0,12,6509.166666666667,2,0
1,574,5,4,1,1,0,190,5,4,9,True,1,0,4,13000.0,1,0
19,933,3,4,1,1,1,131,5,5,7,True,1,0,4,31000.0,2,0
14,896,5,4,1,1,1,75,5,5,13,False,0,0,12,9583.333333333334,2,0
8,282,5,4,1,6,1,83,5,5,13,False,0,0,4,11182.75,2,0
23,921,3,0,1,1,1,150,5,5,13,True,1,0,13,9000.0,1,0
20,323,6,6,1,4,0,140,5,5,13,True,1,0,6,15211.5,2,0
1,1042,3,4,1,1,0,190,5,5,7,True,1,0,5,17000.0,1,0
18,429,5,2,1,6,0,295,5,4,13,True,1,0,39,2769.230769230769,1,1
8,282,5,4,1,1,1,75,4,5,2,True,1,0,8,20625.0,2,0
45,1189,3,2,1,1,0,235,5,4,4,True,1,0,8,29375.0,1,0
28,342,6,1,1,6,0,381,5,5,1,True,1,0,10,10175.7,1,0
3,183,6,4,1,1,0,190,5,5,13,True,1,0,6,15350.0,1,0
5,9,5,4,1,6,1,136,5,5,1,True,0,0,4,4750.0,1,0
5,1173,3,2,1,1,0,190,5,4,1,True,1,0,7,19271.42857142857,1,0
44,1095,3,2,1,1,0,150,5,5,7,True,1,0,5,19290.0,2,0
41,678,5,2,1,6,1,83,5,4,2,True,0,0,24,3686.9583333333335,2,0
9,301,1,2,1,6,0,481,2,3,11,True,1,0,3,4500.0,0,0
13,539,1,2,1,6,0,721,2,2,7,True,1,0,4,3572.25,0,0
39,1052,6,1,1,6,0,150,5,5,1,True,1,0,5,5980.0,2,0
10,220,3,2,1,6,0,150,5,5,1,True,1,0,1,50.0,1,0
24,744,1,2,1,6,0,464,4,2,1,True,0,0,5,4181.6,1,0
21,1130,3,6,1,4,0,799,5,5,2,True,0,0,1,8988.0,0,0
32,909,3,2,1,6,0,158,5,5,1,True,1,0,3,7791.333333333333,2,0
19,933,3,4,1,6,1,120,5,5,6,False,1,0,7,8657.42857142857,2,0
40,554,0,4,1,6,0,71,2,3,1,False,0,0,17,5705.882352941177,2,0
20,877,0,6,1,6,1,67,4,5,7,True,1,0,4,11912.0,2,0
33,728,0,2,1,6,1,75,5,5,13,False,1,0,11,20506.81818181818,2,0
30,367,5,2,1,6,0,156,5,5,2,True,1,0,2,4324.0,1,0
6,222,3,4,1,2,0,204,5,5,1,False,0,0,1,10.0,2,0
35,168,2,4,1,6,0,650,4,2,7,False,0,0,3,4813.0,0,0
42,806,5,8,1,2,0,498,5,4,13,False,1,1,5,16300.0,1,0
34,55,6,0,1,6,0,136,5,5,7,True,1,0,1,22000.0,2,0
20,1152,8,4,1,1,1,90,5,5,7,False,0,0,9,7056.666666666667,2,0
24,692,5,6,1,6,0,208,5,4,4,False,1,0,16,8763.125,1,0
0,118,0,8,1,6,2,159,4,3,13,True,1,1,13,6461.538461538462,2,0
41,705,3,4,1,1,1,86,5,5,10,False,0,0,18,7446.222222222223,2,0
7,1050,3,8,1,6,0,186,6,5,1,False,0,1,40,1125.0,2,1
16,660,4,3,1,6,1,131,5,5,7,False,0,0,7,5000.0,2,0
0,118,0,8,1,6,2,179,4,3,11,False,0,1,10,10500.0,2,0
19,362,3,4,1,4,0,179,5,5,7,False,0,0,6,7500.0,2,0
25,572,5,2,1,4,0,330,5,4,1,True,1,0,6,8556.833333333334,0,0
34,6,1,6,1,6,1,82,4,5,2,True,0,0,11,8205.818181818182,2,0
43,888,0,6,1,4,0,136,5,5,2,True,0,0,17,14389.529411764706,2,0
8,1026,8,2,1,1,0,177,9,5,13,True,0,0,1,10.0,2,0
33,217,6,2,1,1,0,122,5,5,1,True,0,0,5,35582.8,2,0
32,1171,3,2,1,4,0,204,5,5,11,True,1,0,2,3644.0,2,0
8,286,3,4,1,6,1,110,5,5,13,True,0,0,6,11833.333333333334,2,0
36,314,3,4,1,6,1,101,5,5,10,False,0,0,6,11027.166666666666,2,0
13,156,2,1,1,6,0,799,2,3,7,True,0,0,8,4562.5,0,0
17,668,6,4,1,4,1,120,5,5,7,False,0,0,3,35000.0,2,0
4,364,5,4,1,6,0,508,4,2,2,False,1,0,14,6688.571428571428,0,0
38,748,0,7,1,8,1,131,5,5,13,False,0,0,7,14000.0,2,0
11,983,5,2,0,6,1,91,5,4,7,False,1,0,6,1.6666666666666667,2,0
43,231,3,4,1,6,0,72,4,5,13,False,0,0,2,8774.0,2,0
17,733,3,2,1,2,0,136,5,5,1,True,1,0,4,13655.0,2,0
14,94,5,4,1,6,1,69,4,3,7,False,0,0,8,13625.0,2,0
19,226,3,4,1,6,1,101,5,5,6,False,1,0,2,19809.0,2,0
28,176,5,1,1,1,1,136,5,5,7,True,1,0,10,11500.0,1,0
29,787,0,2,0,6,1,116,5,5,13,True,1,0,6,1.6666666666666667,2,0
32,909,3,2,1,6,0,158,5,5,2,True,1,0,3,2309.333333333333,2,0
23,923,3,2,1,6,0,381,5,5,9,True,1,0,8,7239.375,1,0
16,408,3,2,1,4,0,184,5,5,1,True,1,0,4,7842.75,2,0
45,1186,3,2,1,2,0,408,5,5,13,True,0,0,5,5400.0,1,0
35,773,3,2,1,2,0,639,5,5,1,True,1,0,1,7000.0,0,0
37,1028,2,7,1,2,0,585,5,2,1,False,0,0,1,2000.0,0,0
38,220,3,1,1,1,1,116,5,5,13,False,1,0,9,14446.444444444443,2,0
28,1159,3,1,1,1,0,136,3,4,3,True,1,0,10,6200.0,1,0
32,909,3,4,1,4,0,190,5,5,13,False,0,0,3,10000.0,2,0
17,733,3,2,1,2,0,136,5,5,13,False,0,0,2,5.0,2,0
15,548,6,6,1,6,1,101,5,5,7,False,0,0,7,21612.14285714286,2,0
25,572,5,4,1,6,0,409,5,4,7,True,1,0,12,6260.333333333333,0,0
12,919,3,2,1,1,0,264,5,4,10,False,0,0,3,19384.33333333333,2,0
16,408,3,4,0,4,0,184,5,5,2,False,0,0,6,0.0,2,0
9,301,1,6,1,6,0,481,2,2,7,False,0,0,1,3500.0,0,0
29,787,5,7,1,6,1,116,5,5,2,False,0,0,1,25990.0,2,0
14,126,3,2,1,6,0,101,5,4,1,True,1,0,1,13500.0,2,0
10,1083,3,1,1,2,0,286,4,5,7,True,1,0,2,5500.0,1,0
37,418,3,2,0,6,0,571,4,4,1,True,0,0,6,8.333333333333334,0,0
10,748,5,2,1,6,0,150,5,5,7,True,1,0,1,1300.0,1,0
2,435,2,7,1,6,0,680,4,2,13,False,0,0,3,5000.0,0,0
13,542,2,4,1,6,0,659,4,2,2,False,1,0,15,6460.0,0,0
23,923,3,1,1,6,0,250,5,5,7,True,1,0,1,15.0,1,0
11,706,6,1,1,6,1,110,5,5,13,False,0,0,3,1037.6666666666667,2,0
40,0,3,4,1,2,0,102,5,5,13,False,0,0,3,1666.6666666666667,2,0
40,551,0,2,1,6,0,109,4,5,7,True,1,0,22,7500.0,2,0
41,966,3,2,1,6,1,129,5,5,9,True,1,0,2,30.0,2,0
6,449,5,0,0,2,0,156,5,5,6,True,0,0,6,0.0,2,0
18,664,5,0,1,2,0,400,5,5,1,False,0,0,7,9988.57142857143,1,0
28,602,3,0,1,1,0,170,5,5,1,True,0,0,16,13125.0,1,0
30,710,3,4,1,6,0,300,5,5,11,True,1,0,1,25990.0,1,0
1,717,3,4,1,4,0,145,5,5,9,False,0,0,1,10.0,1,0
31,862,3,4,1,1,0,190,5,3,13,False,0,0,10,22200.0,2,0
3,947,6,1,1,6,0,450,5,5,1,False,0,0,8,11753.625,1,0
26,422,3,4,1,4,0,249,5,5,1,False,0,0,2,1300.0,2,0
34,55,6,2,1,6,1,131,5,5,2,True,1,0,3,29006.33333333333,2,0
41,1158,3,6,1,6,0,120,5,5,13,True,1,0,9,14183.777777777776,2,0
15,548,5,2,1,1,0,116,5,5,1,True,0,0,1,32.0,2,0
3,185,5,2,1,6,1,177,5,4,1,False,1,0,10,11340.0,1,0
6,654,5,8,1,2,0,517,5,4,6,True,1,1,3,21000.0,2,0
2,1148,2,2,1,6,0,604,4,2,1,True,1,0,9,5355.555555555556,0,0
25,911,5,6,1,6,0,402,5,4,2,True,0,0,22,7494.227272727273,0,0
44,304,8,2,1,6,0,114,5,4,1,False,0,0,5,13060.0,2,0
35,171,1,4,1,6,0,355,4,2,13,True,0,0,19,5184.210526315789,0,0
24,745,2,7,1,4,0,359,4,2,10,False,0,0,8,1612.5,1,0
29,1223,3,7,1,6,1,106,5,5,11,False,0,0,1,24849.0,2,0
36,988,8,6,1,6,1,111,5,5,7,True,0,0,18,10498.944444444443,2,0
14,94,0,2,1,6,1,69,4,3,9,False,0,0,4,4431.25,2,0
20,520,3,2,1,2,0,204,5,5,2,True,1,0,1,999.0,2,0
6,1080,3,0,1,2,0,517,5,5,7,False,0,0,2,2850.5,2,0
7,313,3,8,1,1,1,150,7,5,2,True,1,1,13,17307.69230769231,2,0
43,231,0,2,0,4,0,116,4,5,3,True,1,0,6,1.6666666666666667,2,0
15,492,3,6,1,6,1,126,5,5,1,True,0,0,11,5759.818181818182,2,0
14,866,0,4,1,6,1,69,4,5,11,False,0,0,15,200.0,2,0
14,1096,5,2,1,6,1,101,5,5,1,False,1,0,5,14000.0,2,0
43,394,3,2,0,4,0,178,5,5,1,True,0,0,6,1.0,2,0
35,168,2,1,1,6,0,510,2,2,10,True,1,0,1,4210.0,0,0
38,748,6,0,1,1,1,116,5,5,1,True,1,0,4,24000.0,2,0
12,919,3,2,1,6,0,540,5,4,1,False,1,0,1,6000.0,2,0
31,491,3,6,1,4,0,188,5,5,7,False,0,0,3,26097.33333333333,2,0
18,1193,5,4,1,6,0,241,5,4,6,False,1,0,31,8219.354838709678,1,1
28,961,5,2,1,1,0,286,5,4,7,False,1,0,8,6875.0,1,0
11,983,5,2,1,6,1,110,5,5,6,False,0,0,1,10.0,2,0
36,988,3,2,1,2,0,218,5,5,13,False,1,0,1,9456.0,2,0
39,731,3,1,1,6,0,190,5,5,10,False,1,0,7,13878.714285714286,2,0
26,420,3,2,0,6,0,140,5,4,9,False,1,0,6,0.1666666666666666,2,0
23,923,3,2,1,1,0,275,5,4,7,True,1,0,6,20901.0,1,0
38,220,3,2,1,6,0,150,5,5,7,True,1,0,1,25684.0,2,0
14,100,5,4,1,1,1,120,5,5,7,False,0,0,7,8045.714285714285,2,0
10,748,6,2,0,6,0,150,5,5,7,False,1,0,6,1.6666666666666667,1,0
42,807,5,8,1,2,0,421,5,5,1,False,1,1,8,25625.0,1,0
7,736,5,2,1,6,1,95,5,5,2,True,1,0,19,5263.1578947368425,2,0
2,439,3,2,1,6,0,551,5,5,10,False,0,0,1,15000.0,0,0
26,421,3,2,1,6,0,194,5,5,9,True,1,0,2,13850.0,2,0
2,1149,2,6,1,6,1,385,2,3,6,True,0,0,20,2419.15,0,0
8,452,2,4,1,6,1,207,5,3,1,False,0,0,14,5357.142857142857,2,0
19,933,3,4,1,4,0,131,5,5,2,False,1,0,2,16492.5,2,0
28,271,2,2,1,6,0,333,5,4,7,False,0,0,7,13557.142857142857,1,0
29,787,5,4,0,6,1,116,5,5,2,False,0,0,6,0.0,2,0
25,572,5,4,1,1,0,275,5,5,1,True,0,0,7,11428.57142857143,0,0
17,1121,3,2,1,6,1,177,5,5,7,True,1,0,8,4899.875,2,0
16,702,8,2,1,6,1,90,5,5,2,False,1,0,11,3330.454545454545,2,0
5,1176,3,2,1,1,0,313,5,4,1,True,1,0,11,17020.272727272728,1,0
45,1186,3,0,1,1,0,150,5,5,7,False,1,0,6,16361.0,1,0
12,305,3,8,1,1,1,140,5,5,13,False,1,1,18,10961.111111111111,2,0
4,245,3,6,1,6,0,608,5,5,7,True,0,0,10,8998.3,0,0
2,436,2,2,1,6,0,416,4,2,6,False,0,0,26,5038.461538461538,0,1
38,1082,3,2,1,1,0,200,5,5,1,False,0,0,5,17000.0,2,0
6,994,3,2,1,2,0,218,5,4,13,False,1,0,1,150.0,2,0
5,9,5,1,1,6,0,140,5,5,7,True,1,0,6,8500.0,1,0
31,491,3,6,1,4,0,188,5,5,1,False,0,0,3,40832.333333333336,2,0
35,256,1,1,1,6,0,300,2,2,11,True,1,0,6,3500.0,0,0
26,422,3,2,1,4,0,328,5,5,9,True,1,0,3,4098.333333333333,2,0
25,81,4,8,1,6,1,184,5,5,7,False,0,1,40,2300.0,0,1
23,446,3,2,1,1,0,179,5,5,4,True,1,0,11,5789.090909090909,1,0
38,748,3,7,1,1,0,150,5,5,13,False,0,0,7,20000.0,2,0
41,1056,3,2,1,1,1,120,5,4,7,True,1,0,13,3923.076923076923,2,0
39,987,5,2,1,6,0,116,5,5,1,True,1,0,1,7300.0,2,0
41,678,3,4,1,6,1,83,5,5,10,False,0,0,23,7869.565217391304,2,0
9,1212,2,2,1,6,0,646,2,2,7,False,1,0,1,50.0,0,0
10,748,5,2,1,4,0,204,5,5,13,True,1,0,4,10900.0,1,0
23,923,3,4,1,1,0,241,5,5,13,False,0,0,8,7509.75,1,0
27,128,1,2,1,6,0,600,2,2,1,True,1,0,7,5162.428571428572,0,0
26,421,3,2,1,1,1,184,5,4,7,True,1,0,3,10416.0,2,0
6,994,3,1,1,4,0,218,5,5,2,True,0,0,1,50.0,2,0
22,1211,0,4,1,4,1,69,4,5,13,False,1,0,4,13362.5,2,0
43,394,3,2,0,4,0,178,5,4,13,True,1,0,6,2.5,2,0
19,226,3,2,0,6,1,101,5,5,1,False,0,0,6,3.333333333333333,2,0
1,1042,3,4,1,1,0,160,5,5,11,True,0,0,5,19219.2,1,0
41,203,0,6,1,6,1,68,5,5,13,False,0,0,16,8095.5625,2,0
34,55,6,2,1,1,0,131,5,5,2,True,0,0,2,12253.0,2,0
17,1121,3,2,1,6,0,150,5,5,13,True,1,0,3,5470.666666666667,2,0
15,734,3,4,1,4,0,152,5,5,1,False,1,0,5,19847.4,2,0
31,860,3,2,1,4,0,224,5,5,13,False,0,0,6,4994.333333333333,2,0
38,673,5,2,0,6,0,116,5,5,7,True,1,0,6,0.8333333333333334,2,0
41,1056,3,2,1,6,1,111,5,4,7,True,1,0,10,7058.8,2,0
32,1171,3,2,1,4,0,204,5,5,13,True,1,0,2,4479.5,2,0
20,1020,3,1,1,4,0,179,7,5,7,True,0,0,4,49478.25,2,0
38,213,3,5,1,6,0,110,5,5,9,True,1,0,2,8914.5,2,0
28,578,3,2,1,6,0,122,5,5,13,True,1,0,6,11666.666666666666,1,0
11,983,0,2,1,6,0,90,5,5,7,True,0,0,9,10176.222222222224,2,0
23,920,3,1,1,4,0,510,5,5,7,False,0,0,3,17786.666666666668,1,0
28,585,3,2,1,1,0,150,5,4,1,True,1,0,6,21094.166666666668,1,0
35,168,2,4,1,6,0,525,2,2,11,False,0,0,1,1.0,0,0
12,919,3,2,0,1,0,375,5,5,1,True,1,0,6,58.333333333333336,2,0
40,551,0,8,1,6,1,90,4,5,13,True,1,1,10,7900.0,2,0
14,1096,0,4,1,1,1,131,5,5,13,True,0,0,5,21000.0,2,0
22,442,5,8,1,8,1,120,5,5,2,False,1,1,16,11500.0,2,0
28,461,5,6,1,6,1,150,4,4,6,True,0,0,31,9848.483870967742,1,1
1,575,5,4,1,6,1,109,5,4,10,True,1,0,46,717.3913043478261,1,1
12,919,3,2,1,6,0,396,6,4,1,False,1,0,14,4611.214285714285,2,0
45,1187,3,1,1,1,0,190,5,5,7,True,1,0,8,17150.0,1,0
1,1098,3,4,1,1,0,131,5,5,1,False,0,0,1,10.0,1,0
38,673,5,2,1,6,0,116,5,5,7,True,1,0,2,9857.5,2,0
5,105,6,1,1,6,0,163,5,5,7,True,1,0,4,16479.5,1,0
0,139,0,2,1,6,1,179,4,3,7,True,1,0,4,9999.25,2,0
1,1098,3,4,1,4,2,160,5,5,7,True,0,0,2,7582.0,1,0
18,1022,5,6,1,6,0,226,5,4,6,True,1,0,36,2838.777777777778,1,1
29,1223,3,7,1,6,1,107,5,5,13,False,0,0,1,9490.0,2,0
5,8,5,1,1,6,1,109,5,5,1,True,0,0,11,4005.0,1,0
39,729,3,2,1,6,1,116,5,5,1,True,1,0,7,9628.57142857143,2,0
24,515,5,7,1,4,0,218,5,4,11,False,0,0,2,31268.0,1,0
36,347,0,2,0,4,0,158,5,4,6,False,1,0,6,8.333333333333334,2,0
3,903,3,4,1,1,0,150,5,5,1,False,0,0,4,9464.75,1,0
23,921,3,2,1,1,0,204,5,5,13,True,0,0,4,14151.25,1,0
5,1182,3,4,1,1,0,235,4,5,13,True,1,0,17,13823.529411764706,1,0
8,289,5,4,1,1,0,140,5,5,10,True,0,0,18,16111.111111111111,2,0
39,731,3,2,1,1,0,200,5,4,2,True,1,0,5,19982.0,2,0
23,921,3,7,1,1,1,150,5,5,13,False,0,0,14,15642.857142857143,1,0
30,406,3,2,1,2,0,306,5,5,2,True,1,0,2,744.5,1,0
43,1208,0,2,1,6,1,69,5,5,10,False,0,0,12,4741.833333333333,2,0
13,939,2,4,1,6,0,620,4,2,9,True,1,0,5,6400.0,0,0
2,1149,2,8,1,6,1,427,2,2,1,False,0,1,18,3122.222222222222,0,0
21,1130,3,7,1,6,0,650,5,5,14,False,0,0,3,1000.0,0,0
5,1178,3,1,1,1,1,190,5,5,7,False,0,0,11,14181.818181818182,1,0
41,678,0,4,1,6,1,90,4,5,13,True,0,0,7,10200.0,2,0
18,1193,5,6,1,6,0,258,5,4,1,True,0,0,23,2462.043478260869,1,0
32,198,5,2,1,6,0,90,5,2,9,False,0,0,28,3299.1428571428573,2,1
23,922,3,1,1,6,0,400,5,5,7,False,0,0,4,9860.25,1,0
43,230,4,2,1,6,1,72,4,3,13,True,0,0,5,11997.2,2,0
12,919,3,8,1,6,0,300,3,2,1,False,1,1,30,9632.3,2,1
19,1168,3,1,1,1,0,200,2,3,11,False,0,0,14,13500.0,2,0
16,409,4,3,1,4,1,121,4,3,13,False,0,0,13,3807.692307692308,2,0
7,723,5,1,1,6,0,94,5,3,11,False,0,0,20,1471.85,2,0
7,313,3,2,1,1,1,150,7,4,4,True,1,0,19,7894.736842105263,2,0
26,420,3,4,1,4,1,186,5,5,7,False,0,0,4,5521.25,2,0
23,446,6,4,1,3,0,163,5,5,11,False,0,0,4,18850.5,1,0
43,276,3,6,1,4,0,184,5,5,2,True,0,0,6,3101.1666666666665,2,0
24,691,5,8,1,1,1,177,5,4,11,True,1,1,19,12473.684210526317,1,0
38,673,0,7,1,1,1,90,5,5,9,False,0,0,9,15088.888888888889,2,0
21,662,2,4,1,6,0,639,2,2,13,True,1,0,1,7005.0,0,0
33,786,8,2,1,6,1,120,5,5,13,True,1,0,14,12854.285714285714,2,0
23,922,3,1,1,1,0,249,5,5,7,True,1,0,6,10541.666666666666,1,0
21,1130,3,2,1,4,0,799,5,4,7,True,1,0,1,2800.0,0,0
12,327,2,3,1,6,0,727,5,5,1,False,1,0,1,150.0,2,0
31,219,3,2,1,6,1,91,5,5,7,True,1,0,1,10.0,2,0
39,334,0,2,1,6,1,60,4,5,1,True,1,0,10,7500.0,2,0
1,1042,3,2,1,6,0,280,5,5,7,False,1,0,3,4611.333333333333,1,0
22,1211,5,8,1,6,1,60,4,3,11,False,0,1,17,9411.764705882351,2,0
11,457,3,7,1,6,1,114,5,5,4,False,0,0,8,12624.25,2,0
42,806,5,3,1,2,0,398,5,5,11,False,0,0,5,10000.0,1,0
12,919,3,2,0,8,0,424,5,4,1,False,0,0,6,8.333333333333334,2,0
13,117,4,3,1,6,0,517,2,2,1,False,0,0,23,1730.4347826086955,0,0
25,637,3,4,1,4,0,300,5,5,10,False,1,0,3,6730.0,0,0
32,909,3,1,1,4,0,158,5,5,9,False,0,0,1,5.0,2,0
32,909,3,4,1,1,2,116,5,5,13,True,0,0,6,11833.333333333334,2,0
22,1211,5,4,1,2,0,84,5,5,6,False,0,0,2,5000.0,2,0
5,7,5,4,1,1,1,95,5,5,1,False,0,0,7,10571.42857142857,1,0
34,31,3,1,1,1,0,131,5,5,1,True,1,0,2,27897.5,2,0
36,347,0,6,1,4,0,140,5,5,7,False,0,0,5,19970.0,2,0
37,573,5,8,1,6,0,571,5,4,11,False,0,1,4,13000.0,0,0
14,866,5,4,1,4,1,69,5,5,7,False,1,0,4,5625.0,2,0
45,1187,3,1,1,1,0,211,5,5,2,False,1,0,5,9271.4,1,0
1,21,5,4,1,6,1,105,5,5,1,True,1,0,18,1989.7777777777776,1,0
4,245,3,1,1,6,0,549,5,5,2,True,1,0,7,7022.285714285715,0,0
16,660,3,3,1,6,1,131,5,5,13,False,1,0,6,16195.0,2,0
16,408,3,2,1,1,1,150,5,4,7,True,1,0,16,14000.0,2,0
5,1173,3,1,1,6,0,136,5,5,6,True,1,0,3,15750.666666666666,1,0
34,34,0,6,1,6,1,120,5,5,7,False,0,0,17,12111.0,2,0
23,921,3,4,1,1,1,150,5,3,1,False,0,0,12,12500.0,1,0
29,787,5,7,1,4,0,196,5,5,10,False,0,0,1,8217.0,2,0
2,927,5,2,1,6,0,604,4,4,1,False,1,0,6,4000.0,0,0
10,552,3,4,1,1,0,150,5,5,7,True,1,0,4,8205.25,1,0
10,1088,3,2,1,6,0,150,5,5,1,True,1,0,1,32571.0,1,0
43,741,3,0,1,1,0,205,5,5,4,False,0,0,1,2000.0,2,0
18,1172,6,2,1,1,0,145,5,5,1,False,0,0,18,12995.055555555557,1,0
28,337,5,4,1,1,0,116,5,4,13,False,0,0,3,28489.33333333333,1,0
41,1055,5,2,1,6,1,83,5,5,0,True,1,0,1,1324.0,2,0
0,94,0,2,1,2,0,155,4,3,6,True,1,0,3,2050.0,2,0
5,58,6,1,1,1,0,150,5,5,10,True,1,0,5,10747.4,1,0
30,367,5,2,1,6,0,156,4,3,13,True,1,0,2,6735.5,1,0
33,682,6,2,1,1,0,209,5,4,11,True,1,0,7,25642.85714285714,2,0
36,988,8,4,1,1,0,110,7,5,13,True,0,0,12,24833.33333333333,2,0
18,1193,5,6,1,6,0,385,5,4,1,True,0,0,14,6773.785714285715,1,0
5,1173,3,2,1,1,0,190,5,4,7,True,1,0,4,9077.25,1,0
37,573,5,3,1,6,0,601,4,5,13,False,0,0,4,2000.0,0,0
23,922,3,4,1,1,0,249,5,5,1,True,0,0,10,14990.0,1,0
17,700,3,2,1,6,1,135,5,5,7,True,1,0,14,12014.357142857143,2,0
1,799,0,6,1,6,1,105,4,3,1,True,0,0,7,16499.428571428572,1,0
40,554,5,4,1,6,2,90,2,3,13,False,0,0,7,6790.142857142857,2,0
35,160,1,1,1,6,1,179,4,2,13,True,1,0,47,936.1702127659574,0,1
22,1211,5,4,1,4,1,69,4,5,9,False,0,0,6,9189.666666666666,2,0
42,806,0,6,1,2,0,351,5,5,1,True,0,0,7,25286.571428571428,1,0
34,96,8,4,1,1,1,150,5,5,7,False,0,0,16,18000.0,2,0
30,389,0,6,1,2,0,0,4,3,7,False,0,0,4,7864.0,1,0
45,1187,3,2,1,6,0,197,5,5,7,False,0,0,2,12377.5,1,0
31,1024,0,6,1,6,0,71,5,5,7,True,0,0,10,10173.9,2,0
12,919,3,1,1,8,0,401,5,5,7,True,1,0,9,16288.111111111111,2,0
15,1114,8,2,1,1,1,105,3,4,13,True,1,0,7,17853.714285714286,2,0
40,554,0,8,1,1,0,54,2,2,13,False,0,1,13,7692.307692307692,2,0
38,220,3,6,1,6,1,116,5,5,1,False,1,0,7,5357.857142857143,2,0
9,1212,1,2,1,6,0,646,2,2,1,False,0,0,1,20.0,0,0
32,843,3,1,1,1,1,150,3,2,13,False,0,0,6,12343.833333333334,2,0
34,31,3,2,1,2,0,136,5,5,9,True,1,0,5,12040.0,2,0
2,1149,1,3,1,6,0,385,2,2,10,False,0,0,19,4578.9473684210525,0,0
2,438,2,8,1,6,0,725,4,2,1,True,1,1,3,700.0,0,0
33,413,3,1,1,6,1,110,5,5,11,True,1,0,4,7999.0,2,0
43,741,3,4,1,1,1,125,5,3,7,False,0,0,31,10774.193548387097,2,1
5,88,2,2,1,6,0,326,4,2,10,True,1,0,7,8022.857142857143,1,0
14,101,3,4,1,1,1,120,5,5,13,False,0,0,6,16666.666666666668,2,0
28,337,6,6,1,6,1,122,5,5,13,False,0,0,10,19838.2,1,0
41,1158,3,4,1,4,1,129,5,5,13,False,0,0,2,9500.0,2,0
9,298,2,8,1,6,1,657,2,3,14,False,1,1,18,2888.8888888888887,0,0
19,226,3,4,0,2,0,84,5,5,11,False,0,0,6,0.0,2,0
25,911,5,8,1,6,1,287,5,4,11,False,0,1,28,1785.7142857142858,0,1
26,828,3,6,1,4,0,170,5,5,1,True,0,0,2,12276.0,2,0
38,201,8,6,1,6,1,150,5,5,9,True,0,0,22,10348.90909090909,2,0
8,282,0,2,1,6,1,83,5,5,9,True,1,0,6,9468.5,2,0
35,160,2,1,1,6,0,521,2,2,7,True,1,0,6,1366.6666666666667,0,0
29,1223,3,1,1,6,1,116,5,5,2,True,1,0,1,19.0,2,0
25,750,3,8,1,1,0,275,5,5,1,False,0,1,8,18875.0,0,0
32,1171,3,2,1,6,0,163,5,5,1,True,1,0,2,3152.0,2,0
45,976,5,2,1,6,0,197,5,4,0,False,1,0,4,7546.0,1,0
40,551,0,2,1,6,0,90,4,4,1,True,1,0,9,6666.666666666667,2,0
26,828,3,4,1,4,0,73,5,5,9,False,0,0,2,1877.0,2,0
18,1191,5,2,1,3,0,204,5,4,13,True,1,0,3,7000.0,1,0
33,728,0,6,1,6,1,75,5,5,7,True,0,0,11,9282.363636363636,2,0
28,585,3,4,1,1,2,150,5,5,7,False,0,0,4,9550.75,1,0
39,849,6,2,1,1,0,184,5,4,13,True,1,0,6,15364.166666666666,2,0
2,927,5,3,1,6,0,476,5,5,7,False,0,0,16,4200.0,0,0
34,31,3,7,1,1,1,110,5,5,13,False,0,0,5,35000.0,2,0
20,936,0,2,1,6,1,120,5,5,1,True,1,0,5,10060.0,2,0
25,782,2,6,1,6,0,630,2,2,2,False,0,0,5,6173.8,0,0
42,806,0,6,1,2,0,462,5,5,13,True,0,0,7,12531.142857142857,1,0
26,420,3,4,1,4,1,150,5,5,7,False,0,0,1,15976.0,2,0
45,1145,6,1,1,1,0,150,5,5,1,False,0,0,6,27800.5,1,0
12,837,3,8,1,1,0,177,5,5,1,False,0,1,18,9810.666666666666,2,0
19,1168,3,2,0,6,0,272,4,2,1,False,1,0,6,8.0,2,0
4,364,2,2,1,6,0,549,4,2,7,True,1,0,6,14513.666666666666,0,0
14,94,0,6,1,6,1,65,4,3,7,True,0,0,13,11107.923076923076,2,0
23,921,3,2,1,1,0,190,5,5,13,False,0,0,12,13691.666666666666,1,0
35,319,3,4,1,6,0,354,4,5,1,False,0,0,1,50.0,0,0
14,94,0,4,1,6,1,101,4,3,10,False,1,0,18,5083.333333333333,2,0
23,441,3,1,1,1,0,300,5,5,4,False,0,0,2,14310.0,1,0
35,865,0,6,1,4,0,0,4,5,1,False,0,0,7,15428.0,0,0
5,114,6,2,1,1,0,400,5,4,13,True,1,0,8,10525.0,1,0
21,228,1,3,1,6,0,770,2,2,13,True,0,0,5,2846.2,0,0
38,220,3,2,1,6,0,150,5,5,7,True,1,0,2,10372.5,2,0
44,870,6,4,1,1,0,150,5,5,1,False,0,0,4,29900.0,2,0
19,362,3,7,1,6,1,131,5,5,7,False,0,0,4,16280.25,2,0
3,182,5,1,1,6,1,116,5,5,10,True,1,0,9,9158.444444444443,1,0
