Brand,Model,Body,Country,Condition,Fuel_Type,Gearbox,Horsepower,Seats,Doors,Color,Full_Service_History,Non_Smoker_Vehicle,Seller,Vehicle_Age,Annual_Distance_Avg,Market_Segment,Classic_Vehicle
4,364,2,4,1,4,0,782,4,2,2,False,0,0,2,3469.5,0,0
23,923,3,6,1,6,0,300,5,5,1,True,0,0,8,23432.75,1,0
30,366,3,0,1,4,0,224,5,5,7,True,0,0,5,6524.0,1,0
32,909,4,4,1,4,0,158,5,5,7,False,0,0,2,14717.0,2,0
19,933,3,4,1,1,1,131,5,5,7,True,0,0,2,14677.5,2,0
33,217,5,2,1,6,0,145,5,5,7,False,0,0,4,11873.75,2,0
13,71,2,7,1,6,0,400,2,2,9,False,0,0,25,4400.0,0,1
24,930,2,7,1,4,0,223,4,2,7,False,0,0,8,15077.0,1,0
31,739,5,0,1,6,1,280,5,4,9,False,0,0,26,4576.923076923077,2,1
43,262,3,0,1,2,0,160,5,5,7,True,0,0,4,5226.25,2,0
30,402,3,2,1,6,0,170,5,5,7,True,1,0,1,15635.0,1,0
6,995,3,6,1,2,0,530,5,5,1,True,1,0,1,51.0,2,0
36,314,3,4,1,6,0,120,5,5,7,False,0,0,9,6542.222222222223,2,0
8,283,3,4,1,6,1,110,5,5,7,False,0,0,5,15600.0,2,0
27,216,1,2,1,4,0,700,2,2,8,True,0,0,2,2525.0,0,0
45,1186,3,2,1,6,1,129,5,5,1,True,1,0,4,16914.5,1,0
1,717,3,7,1,4,0,137,5,5,13,False,0,0,2,10117.5,1,0
22,825,8,4,1,8,1,77,5,5,1,True,0,0,16,12500.0,2,0
31,1024,5,3,1,6,0,72,5,5,11,False,0,0,1,10.0,2,0
2,1144,2,2,0,6,0,665,2,2,12,False,1,0,6,8.333333333333334,0,0
5,1176,3,1,1,1,0,136,5,5,1,True,1,0,5,12266.6,1,0
35,773,3,0,1,6,0,441,5,4,13,True,0,0,3,13297.333333333334,0,0
0,121,2,8,1,6,0,160,4,2,9,True,1,1,7,13285.714285714286,2,0
31,219,3,7,1,6,1,91,5,5,13,False,0,0,2,8784.5,2,0
9,301,2,2,0,6,0,481,5,5,7,False,1,0,6,5.0,0,0
16,336,5,4,1,6,1,140,5,5,9,False,0,0,18,15722.222222222224,2,0
5,65,6,2,1,1,0,265,5,5,7,True,0,0,6,14916.666666666666,1,0
39,849,6,0,1,1,0,116,5,5,1,True,0,0,3,19500.0,2,0
3,182,5,4,1,4,0,150,5,5,7,True,0,0,2,11300.0,1,0
36,211,3,1,1,4,0,163,5,5,1,True,1,0,5,19800.0,2,0
35,319,3,4,1,6,0,441,4,5,1,True,0,0,7,14257.142857142857,0,0
14,866,0,4,1,4,1,69,5,5,14,False,0,0,1,10.0,2,0
40,551,5,2,1,2,0,82,4,5,9,True,1,0,5,81.6,2,0
35,865,0,6,1,1,0,421,4,5,7,False,0,0,9,18132.0,0,0
6,994,3,2,0,4,0,218,5,5,1,False,1,0,6,0.0,2,0
12,305,3,2,1,6,1,150,5,4,5,False,0,0,16,12500.0,2,0
33,682,5,2,1,6,1,260,5,4,1,True,1,0,17,6940.764705882353,2,0
0,120,5,2,1,6,0,179,4,3,7,True,1,0,7,1060.428571428571,2,0
3,182,5,2,1,6,0,125,5,4,2,True,1,0,13,10384.615384615385,1,0
22,442,5,8,1,1,1,120,5,5,11,True,1,1,13,10461.53846153846,2,0
12,327,2,6,1,6,0,717,5,2,2,False,0,0,6,1654.0,2,0
34,4,0,2,1,6,1,73,4,2,1,False,0,0,19,7136.8421052631575,2,0
13,46,1,2,1,6,0,829,2,2,6,True,1,0,2,110.0,0,0
40,554,0,2,1,2,0,82,2,3,1,False,0,0,4,3925.0,2,0
40,554,0,2,1,2,0,82,2,2,1,True,1,0,3,5164.0,2,0
16,408,3,2,0,4,0,184,5,5,13,False,0,0,6,0.8333333333333334,2,0
32,795,5,4,1,6,1,71,5,5,7,False,0,0,7,11752.42857142857,2,0
33,360,8,1,1,6,1,110,5,5,2,True,1,0,7,7903.857142857143,2,0
13,48,1,2,1,4,0,829,2,2,9,True,1,0,3,333.0,0,0
30,375,3,4,1,1,1,111,5,5,9,False,0,0,10,8650.0,1,0
11,457,3,4,1,8,1,101,5,5,13,False,0,0,1,1.0,2,0
0,118,1,4,1,6,1,179,4,2,14,False,0,0,10,6200.0,2,0
24,953,3,7,1,4,0,272,5,5,2,False,0,0,19,22210.526315789477,1,0
24,848,3,7,1,4,0,310,5,5,1,False,0,0,3,15061.666666666666,1,0
20,936,5,4,1,6,1,84,5,5,9,False,0,0,7,6808.571428571428,2,0
34,1116,8,2,1,1,0,177,9,5,1,False,0,0,1,11000.0,2,0
13,91,2,0,1,6,0,669,2,2,7,True,1,0,6,257.0,0,0
45,1186,3,2,1,6,0,163,5,5,1,True,1,0,3,11292.0,1,0
2,927,5,4,1,6,2,476,4,4,11,False,0,0,15,5133.333333333333,0,0
29,661,3,7,1,6,0,162,5,5,13,False,0,0,3,21137.666666666668,2,0
22,1091,5,6,1,6,1,185,5,4,1,False,0,0,33,5771.787878787879,2,1
10,552,3,2,1,4,0,245,5,5,1,False,0,0,4,10908.75,1,0
29,788,3,4,1,2,0,92,5,5,8,False,0,0,4,2457.5,2,0
30,371,3,4,1,6,0,136,5,5,1,False,0,0,3,17000.0,1,0
3,183,6,4,1,3,2,163,5,5,1,True,0,0,3,28333.33333333333,1,0
10,220,3,2,1,6,0,300,5,5,9,False,0,0,4,18480.75,1,0
18,482,3,2,1,1,0,179,5,5,7,False,1,0,8,15112.5,1,0
7,781,0,2,1,6,1,52,5,5,11,False,0,0,17,7975.882352941177,2,0
31,358,5,3,1,6,1,92,5,5,11,False,0,0,1,100.0,2,0
17,733,3,2,1,6,0,199,5,5,1,True,1,0,3,5510.0,2,0
6,994,2,4,1,4,0,218,5,5,1,False,0,0,1,10.0,2,0
22,1211,5,8,1,6,1,69,4,5,9,False,0,1,10,18631.0,2,0
15,1114,6,2,1,1,1,131,7,4,13,True,1,0,9,10666.666666666666,2,0
15,1105,8,4,1,1,0,185,9,5,7,True,0,0,6,14333.333333333334,2,0
20,1020,3,4,1,4,0,179,7,5,1,False,0,0,3,20000.0,2,0
20,1031,3,1,1,6,1,132,5,5,7,True,1,0,5,8000.0,2,0
16,660,3,2,1,4,0,131,5,5,7,True,1,0,1,10.0,2,0
12,327,2,4,1,6,2,309,5,2,7,False,1,0,4,18175.0,2,0
41,1158,8,4,1,4,0,102,5,5,13,False,1,0,3,6470.333333333333,2,0
26,421,3,2,1,6,1,165,5,5,13,True,1,0,3,14776.333333333334,2,0
21,662,2,1,1,6,0,609,2,2,11,False,0,0,11,5809.090909090909,0,0
14,101,3,4,1,6,1,120,5,5,11,True,1,0,3,30506.666666666668,2,0
0,118,0,4,1,6,1,165,4,3,2,False,0,0,5,3456.0,2,0
42,808,3,3,1,2,0,428,5,5,11,False,0,0,7,19294.0,1,0
35,70,2,1,1,6,1,131,4,2,10,False,0,0,62,35.483870967741936,0,1
31,358,0,2,1,6,0,95,5,3,13,False,1,0,14,5635.714285714285,2,0
34,52,3,2,1,6,1,131,5,5,1,False,1,0,6,13750.0,2,0
44,1101,8,2,1,6,1,110,5,4,2,True,1,0,9,9817.555555555557,2,0
32,795,5,2,1,6,1,101,5,5,9,True,1,0,6,12786.666666666666,2,0
42,806,5,0,1,2,0,498,5,4,1,True,1,0,5,19000.0,1,0
22,1207,5,8,1,6,1,60,5,3,11,False,0,1,26,2807.692307692308,2,1
0,123,1,8,1,6,2,179,4,2,11,False,0,1,11,3972.727272727273,2,0
22,1211,5,4,1,4,1,69,4,5,1,False,0,0,3,17319.333333333332,2,0
4,245,3,2,1,6,0,551,5,4,7,True,1,0,3,2500.0,0,0
44,880,5,4,1,6,0,160,5,5,1,False,0,0,17,4417.058823529412,2,0
45,1141,6,6,1,6,0,179,5,5,1,True,0,0,14,17163.071428571428,1,0
25,637,3,8,1,6,0,330,5,5,1,True,1,1,4,15000.0,0,0
22,1211,5,8,1,6,1,60,4,3,11,False,0,1,17,8941.176470588236,2,0
22,1211,5,8,1,8,1,69,4,5,11,True,0,1,10,8000.0,2,0
34,35,0,2,1,6,1,101,5,5,7,True,1,0,2,15906.0,2,0
14,94,0,2,1,6,1,69,4,5,13,False,0,0,3,7691.333333333333,2,0
15,543,5,2,1,6,1,75,5,5,10,True,1,0,6,6710.333333333333,2,0
29,1223,3,6,1,2,0,150,5,5,9,False,0,0,6,16690.666666666668,2,0
11,249,3,2,0,4,0,156,5,5,13,False,0,0,6,0.1666666666666666,2,0
34,55,0,7,1,6,0,131,5,5,1,False,0,0,2,3541.0,2,0
2,439,3,3,1,6,0,707,5,5,2,False,0,0,2,3250.0,0,0
6,221,3,6,1,2,0,177,5,5,11,True,1,0,2,431.0,2,0
26,422,3,7,1,4,0,203,5,5,7,False,0,0,3,15177.0,2,0
17,1121,3,2,1,6,0,179,5,4,7,False,0,0,5,12760.0,2,0
4,364,2,0,1,4,0,680,4,2,1,False,0,0,1,679.0,0,0
35,319,3,4,1,1,0,385,5,5,13,True,0,0,11,21272.727272727272,0,0
4,364,2,7,1,6,0,574,4,3,7,False,0,0,15,8333.333333333334,0,0
20,1031,3,4,1,8,1,126,5,5,7,False,0,0,5,8712.2,2,0
29,661,3,2,1,4,0,272,5,5,10,True,1,0,1,1000.0,2,0
38,748,6,2,1,6,1,110,5,5,11,True,1,0,2,4182.0,2,0
40,0,3,2,1,2,0,428,5,5,10,True,1,0,2,18131.5,2,0
5,104,5,1,1,1,0,150,5,4,1,False,1,0,10,14500.0,1,0
22,1211,5,8,1,6,1,69,4,5,11,False,0,1,10,11900.0,2,0
10,552,3,0,1,4,0,150,5,5,1,True,0,0,4,7450.0,1,0
20,1046,3,2,1,6,1,120,5,5,14,False,0,0,5,12770.0,2,0
28,269,6,1,1,3,0,194,5,5,10,False,0,0,5,19301.2,1,0
5,1174,3,4,1,3,0,190,5,5,7,True,0,0,1,25297.0,1,0
38,673,0,6,1,6,1,90,5,5,2,True,0,0,10,7603.8,2,0
32,909,3,2,0,6,1,140,5,5,13,False,0,0,6,0.0,2,0
11,983,5,4,1,8,1,91,5,5,7,False,0,0,3,26166.666666666668,2,0
3,186,6,2,1,6,0,265,5,5,7,True,1,0,2,6709.5,1,0
43,223,5,2,1,1,1,90,5,4,10,False,0,0,16,13650.0,2,0
41,1054,6,7,1,4,0,98,5,5,2,False,0,0,1,2.0,2,0
8,247,8,2,1,6,0,131,7,5,1,True,0,0,5,15395.4,2,0
12,919,3,2,1,6,0,396,5,5,1,False,1,0,14,5285.714285714285,2,0
2,1144,2,2,1,6,0,665,2,2,1,False,1,0,1,990.0,0,0
9,299,2,8,1,6,0,466,2,2,12,True,1,1,9,2611.1111111111118,0,0
40,554,0,2,1,2,0,82,2,2,9,True,1,0,3,6608.333333333333,2,0
15,734,3,6,1,6,0,224,5,5,9,True,0,0,6,10064.166666666666,2,0
15,895,3,4,1,1,1,120,5,5,2,False,0,0,6,13116.666666666666,2,0
12,327,2,2,1,6,0,309,4,4,3,True,1,0,5,15000.0,2,0
26,420,3,2,1,4,0,140,5,5,1,False,0,0,1,2990.0,2,0
17,1121,3,2,1,6,0,179,5,5,1,False,1,0,3,22317.0,2,0
12,327,2,8,1,6,0,309,5,2,1,False,1,1,5,19200.0,2,0
43,1208,5,2,1,6,1,111,5,5,13,False,0,0,6,11968.833333333334,2,0
6,449,0,2,1,2,0,156,4,5,2,True,1,0,1,51.0,2,0
36,314,3,4,1,8,1,101,5,5,7,False,0,0,1,10.0,2,0
27,151,2,2,1,6,0,751,2,2,6,True,1,0,1,950.0,0,0
28,237,6,2,1,6,0,190,5,5,1,True,1,0,2,9566.0,1,0
40,554,5,2,1,6,1,71,2,3,9,True,0,0,7,4000.0,2,0
30,851,5,4,1,6,1,95,4,3,10,False,0,0,19,4154.210526315789,1,0
1,717,3,4,1,4,0,136,5,5,0,False,0,0,1,11476.0,1,0
23,921,3,2,1,4,0,249,5,5,7,True,1,0,3,19634.666666666668,1,0
34,35,5,1,1,6,0,101,5,5,7,True,1,0,3,8908.0,2,0
0,120,0,8,1,6,1,179,4,3,7,True,1,1,6,7600.0,2,0
4,363,2,3,1,6,0,560,4,2,7,False,0,0,20,4750.0,0,0
42,806,5,2,1,2,0,476,5,4,7,False,1,0,7,14671.42857142857,1,0
44,610,5,2,1,6,1,131,5,5,7,False,1,0,6,10979.333333333334,2,0
44,989,2,1,1,6,1,125,4,3,13,False,0,0,10,19100.0,2,0
11,457,3,4,1,6,1,91,5,5,13,False,0,0,4,6535.75,2,0
4,363,2,0,1,4,0,782,4,2,1,True,0,0,1,1000.0,0,0
42,806,0,6,1,2,0,238,5,5,13,True,0,0,7,22530.42857142857,1,0
10,552,3,1,1,4,0,150,5,5,7,False,1,0,3,14523.0,1,0
7,1027,5,8,1,8,1,82,5,5,11,False,0,1,16,10625.0,2,0
30,370,6,6,1,6,0,120,4,5,0,True,0,0,18,7231.333333333333,1,0
8,289,8,6,1,6,1,120,5,5,4,True,0,0,14,14821.357142857143,2,0
15,493,3,2,1,1,0,209,5,5,11,True,1,0,9,7000.0,2,0
42,806,0,6,1,2,0,275,5,5,2,True,0,0,7,14290.0,1,0
19,226,3,4,1,6,1,101,5,5,9,False,0,0,3,5100.0,2,0
1,717,3,4,1,4,0,136,5,5,1,False,0,0,1,1.0,1,0
23,923,3,2,1,1,0,300,5,4,7,False,0,0,7,18050.0,1,0
38,673,5,2,1,6,1,95,5,5,7,True,1,0,1,10.0,2,0
43,1208,5,4,1,4,0,73,5,5,7,True,1,0,7,17857.14285714286,2,0
41,1055,5,4,1,6,1,94,5,5,10,True,0,0,13,4189.384615384615,2,0
19,362,3,4,1,4,0,131,5,5,11,True,1,0,2,3500.0,2,0
13,71,1,6,1,6,0,400,2,2,9,True,0,0,22,2030.3636363636365,0,0
10,220,3,2,1,6,0,300,5,5,7,False,0,0,8,12625.0,1,0
25,572,5,2,1,6,0,330,5,4,2,True,1,0,5,12222.8,0,0
12,623,8,2,1,6,0,193,7,4,1,False,0,0,16,9375.0,2,0
38,797,0,6,1,6,1,60,4,5,1,True,0,0,13,14356.846153846154,2,0
1,574,5,2,1,6,0,280,5,4,1,True,1,0,2,15523.0,1,0
32,909,3,4,1,4,0,190,5,5,1,False,0,0,3,23833.33333333333,2,0
2,927,5,7,1,6,0,557,4,5,1,False,0,0,11,5636.363636363636,0,0
25,60,2,1,1,6,0,368,4,2,7,True,1,0,26,2780.769230769231,0,1
1,1042,3,0,1,1,0,280,5,5,13,True,0,0,9,10949.444444444443,1,0
10,552,3,2,0,6,0,150,5,5,1,True,1,0,6,3.333333333333333,1,0
33,413,3,2,1,6,0,131,5,5,10,True,1,0,3,3500.0,2,0
17,700,3,6,1,6,1,135,5,5,4,True,0,0,13,14913.23076923077,2,0
22,1211,5,4,1,4,1,69,5,5,7,False,0,0,2,9560.5,2,0
36,347,0,0,1,6,1,72,5,5,9,False,1,0,6,3841.1666666666665,2,0
45,981,5,2,1,1,0,190,5,4,1,True,1,0,7,9857.142857142857,1,0
2,1149,2,3,1,6,2,436,2,2,7,True,1,0,9,536.7777777777778,0,0
20,877,0,2,1,6,1,67,5,5,13,True,0,0,9,12888.888888888889,2,0
28,265,5,1,1,6,0,204,5,4,1,False,0,0,3,10444.333333333334,1,0
5,1178,3,4,1,1,0,190,5,5,2,True,0,0,8,15500.0,1,0
21,662,2,2,1,6,0,640,2,2,6,True,1,0,2,550.0,0,0
35,163,2,1,1,6,1,260,4,2,1,False,0,0,49,2646.326530612245,0,1
19,226,3,4,0,6,1,101,5,5,7,False,0,0,6,0.0,2,0
11,983,0,2,1,6,1,101,5,5,2,True,0,0,6,5283.166666666667,2,0
8,294,3,4,1,1,1,131,5,5,7,False,0,0,6,17173.333333333332,2,0
25,572,5,2,1,6,0,409,5,4,9,True,1,0,10,8699.0,0,0
1,1098,3,4,1,4,0,160,5,5,6,True,0,0,2,9178.5,1,0
24,930,2,7,1,4,0,223,4,2,9,False,0,0,5,4697.2,1,0
23,921,3,4,1,1,0,179,5,5,13,False,0,0,8,14555.625,1,0
19,933,3,4,1,6,1,120,5,5,7,False,0,0,4,18000.0,2,0
0,14,1,2,1,6,0,170,2,2,13,True,1,0,7,5285.714285714285,2,0
36,1124,5,4,1,6,1,71,4,5,2,True,0,0,11,2653.7272727272725,2,0
36,738,0,2,1,1,1,150,5,5,1,False,0,0,15,7621.2,2,0
11,457,3,2,1,1,1,116,5,5,8,False,0,0,7,24857.14285714286,2,0
14,101,3,4,1,1,1,95,5,5,1,False,0,0,2,10000.0,2,0
19,362,3,4,1,4,2,131,5,5,13,False,0,0,4,14000.0,2,0
30,379,0,2,1,6,1,192,4,3,7,True,0,0,9,6611.111111111111,1,0
32,746,0,7,1,2,0,150,5,5,7,False,0,0,8,16321.125,2,0
36,211,3,4,1,4,0,145,5,5,7,False,0,0,4,5832.25,2,0
45,1187,3,2,1,1,0,197,5,5,2,False,0,0,3,11487.666666666666,1,0
24,1132,3,7,1,4,0,186,5,5,1,False,0,0,5,7960.0,1,0
25,572,5,4,1,6,2,430,5,4,11,False,0,0,9,12222.222222222224,0,0
3,186,6,2,1,4,0,299,5,4,1,True,1,0,4,17499.5,1,0
16,408,3,7,1,6,0,147,5,5,6,False,0,0,26,9000.0,2,1
10,748,6,2,0,6,1,150,5,5,13,False,0,0,6,0.0,1,0
25,572,5,8,1,1,2,250,5,4,1,False,0,1,10,17200.0,0,0
1,574,5,2,1,1,0,209,5,4,9,True,1,0,4,24702.25,1,0
12,919,3,0,1,6,0,309,5,4,12,False,0,0,13,14538.46153846154,2,0
3,185,5,2,1,1,0,190,5,4,1,True,1,0,9,19111.11111111111,1,0
29,792,2,3,1,6,1,147,5,5,6,False,0,0,58,2413.793103448276,2,1
31,735,3,4,1,1,0,150,5,4,1,True,1,0,6,12250.0,2,0
31,358,0,2,0,6,1,91,5,5,13,False,0,0,6,0.0,2,0
8,282,0,6,1,6,0,110,5,5,7,True,0,0,3,3633.3333333333335,2,0
44,880,0,6,1,6,1,75,5,5,1,True,1,0,8,13375.0,2,0
16,408,3,2,1,1,0,150,5,5,7,True,0,0,15,14933.333333333334,2,0
0,139,1,4,1,6,0,179,4,3,1,False,0,0,4,9187.5,2,0
12,919,3,3,1,8,0,401,4,4,1,True,1,0,5,13825.2,2,0
1,1042,3,2,1,6,0,510,5,5,7,False,0,0,4,13942.5,1,0
20,316,8,2,1,6,1,135,5,5,1,False,0,0,1,126400.0,2,0
30,375,3,4,1,1,0,150,5,5,1,True,0,0,9,17666.666666666668,1,0
3,903,3,2,1,1,0,184,5,5,7,True,1,0,11,7844.636363636364,1,0
31,816,3,7,1,1,0,190,5,3,13,False,0,0,7,8285.714285714286,2,0
11,706,6,2,1,8,1,101,5,5,1,True,1,0,1,10.0,2,0
20,1020,3,2,1,1,0,193,7,5,6,True,1,0,1,9811.0,2,0
2,434,2,3,1,6,0,610,4,2,13,True,0,0,9,2555.555555555556,0,0
34,932,2,1,1,6,1,156,4,2,2,True,1,0,15,8933.333333333334,2,0
21,662,1,6,1,6,0,610,2,2,1,True,0,0,9,5484.333333333333,0,0
3,186,5,2,1,6,0,265,5,4,7,True,0,0,4,22550.0,1,0
9,282,2,2,1,6,0,190,2,2,9,False,0,0,53,620.7547169811321,0,1
39,729,3,0,1,6,0,150,5,5,7,False,1,0,2,3594.0,2,0
24,1132,3,4,1,4,0,184,5,5,7,False,1,0,5,22120.2,1,0
26,419,3,1,1,1,1,105,5,5,7,True,1,0,11,12654.363636363636,2,0
27,216,1,2,1,4,0,700,2,2,13,True,0,0,1,9600.0,0,0
42,806,5,6,1,2,0,299,5,4,13,False,1,0,5,13426.0,1,0
18,535,2,8,1,6,0,300,2,3,11,False,0,1,5,10400.0,1,0
25,407,2,4,1,6,2,390,4,2,2,True,1,0,21,3428.5714285714284,0,0
29,661,3,2,1,6,1,162,5,5,7,False,1,0,2,5052.5,2,0
1,717,3,4,1,4,0,136,5,5,13,False,0,0,1,10.0,1,0
5,1176,3,0,1,1,0,258,5,5,7,False,0,0,14,22071.42857142857,1,0
18,482,3,1,1,4,0,200,5,5,2,False,0,0,5,11948.0,1,0
29,1223,3,2,1,6,1,106,5,4,1,True,1,0,1,1775.0,2,0
17,666,5,1,1,6,1,204,5,5,2,True,0,0,4,4000.0,2,0
39,1052,6,2,1,1,0,150,5,5,2,True,1,0,4,32351.5,2,0
9,301,0,1,1,6,0,483,4,2,2,False,0,0,4,5650.0,0,0
6,994,3,2,1,4,0,218,5,4,7,True,1,0,1,5.0,2,0
31,358,0,4,1,6,1,91,5,5,13,True,0,0,2,8050.5,2,0
29,1223,3,7,1,6,0,111,5,5,9,False,0,0,4,17934.5,2,0
37,874,5,2,1,6,0,460,5,4,10,True,1,0,19,3052.6315789473683,0,0
4,821,5,3,1,6,0,513,4,4,4,True,1,0,8,3469.375,0,0
39,987,6,2,1,6,1,110,5,5,13,True,1,0,3,6500.0,2,0
43,1208,0,1,1,6,1,111,5,5,9,True,0,0,8,13550.25,2,0
14,866,5,4,1,0,1,60,4,5,7,True,0,0,17,16117.64705882353,2,0
1,1098,3,4,1,4,0,179,5,5,9,False,0,0,3,5800.333333333333,1,0
9,286,1,3,1,6,0,232,5,5,6,False,0,0,40,2092.25,0,1
30,372,5,4,1,1,0,116,4,3,9,True,0,0,8,14750.0,1,0
38,748,6,2,1,1,0,150,5,5,1,True,1,0,4,21717.0,2,0
26,421,3,2,1,1,0,175,5,4,1,False,1,0,11,14247.272727272728,2,0
25,572,5,4,1,1,0,249,5,4,10,False,0,0,12,8125.0,0,0
39,1052,6,4,1,1,0,150,5,5,7,False,1,0,3,28569.666666666668,2,0
45,1141,6,0,1,4,0,303,5,5,7,True,1,0,6,14366.666666666666,1,0
19,933,3,4,1,1,1,120,5,5,2,False,0,0,8,10423.625,2,0
31,860,3,6,1,4,0,241,5,5,7,True,0,0,6,16746.833333333332,2,0
20,1031,3,2,1,6,1,150,5,5,1,True,0,0,2,14732.5,2,0
30,367,5,4,1,6,0,156,4,3,6,False,0,0,2,3750.0,1,0
14,1096,5,4,1,6,1,101,5,5,7,False,0,0,5,6458.0,2,0
23,446,3,2,1,1,0,204,5,5,7,True,1,0,2,5125.5,1,0
38,748,6,2,1,6,1,110,5,4,7,False,1,0,5,3771.0,2,0
42,806,5,8,1,2,0,287,5,4,2,True,0,1,6,14242.833333333334,1,0
15,548,5,2,1,6,1,125,5,5,10,True,1,0,7,9799.0,2,0
11,983,3,0,1,6,1,91,5,5,4,True,0,0,5,7432.0,2,0
4,365,1,2,1,6,0,635,4,2,4,True,1,0,10,7998.0,0,0
4,365,1,1,1,6,0,782,4,2,2,True,1,0,1,40.0,0,0
30,379,5,2,1,6,0,192,4,2,1,True,1,0,7,4832.428571428572,1,0
24,757,5,8,1,6,0,381,5,4,11,False,0,1,16,13562.5,1,0
40,551,0,7,1,6,1,71,4,5,1,False,0,0,10,11015.0,2,0
10,552,3,2,1,1,1,150,5,5,1,True,1,0,4,33100.0,1,0
6,1080,3,2,0,2,0,517,7,5,1,False,1,0,6,2.5,2,0
20,323,6,1,1,6,1,120,5,5,13,True,1,0,2,4014.5,2,0
39,729,3,2,1,6,0,190,5,5,1,True,1,0,4,11828.0,2,0
34,52,3,2,1,6,0,145,5,4,13,True,1,0,1,10.0,2,0
37,1008,5,2,1,6,0,226,5,4,1,False,1,0,34,3852.941176470588,0,1
40,554,1,2,1,6,0,90,2,2,13,True,1,0,7,5825.714285714285,2,0
5,130,5,1,1,1,0,190,5,5,2,True,1,0,7,16659.428571428572,1,0
34,55,6,6,1,6,1,131,5,5,1,True,0,0,4,22642.75,2,0
13,939,1,2,1,6,0,620,2,2,9,True,1,0,1,63.0,0,0
13,537,1,3,1,6,0,381,2,2,9,False,0,0,27,2462.962962962963,0,1
0,897,0,8,1,6,1,179,4,3,13,True,1,1,13,12461.53846153846,2,0
8,1026,8,2,1,1,0,177,9,5,13,True,0,0,1,10.0,2,0
9,1212,1,2,1,6,0,646,2,2,14,False,1,0,1,20.0,0,0
19,329,3,4,1,1,1,200,5,5,13,True,1,0,15,15466.666666666666,2,0
13,899,3,4,1,6,0,725,4,4,2,False,1,0,2,60.0,0,0
30,371,3,0,1,6,0,136,5,5,1,True,1,0,3,26763.33333333333,1,0
11,457,3,2,1,1,1,110,5,4,7,True,1,0,14,8928.57142857143,2,0
13,539,1,2,1,6,0,721,2,2,9,True,1,0,5,1700.0,0,0
20,322,5,2,1,6,1,204,5,5,9,True,1,0,11,6710.636363636364,2,0
40,551,0,2,1,6,1,95,4,5,1,True,0,0,22,7570.590909090909,2,0
23,441,3,4,1,3,0,250,7,5,11,True,1,0,5,30820.6,1,0
20,1020,3,2,1,1,0,200,5,4,1,False,1,0,7,8747.142857142857,2,0
3,904,3,2,1,2,0,170,5,5,7,True,1,0,3,9701.333333333334,1,0
23,441,3,0,1,1,0,200,5,3,10,True,1,0,5,19000.0,1,0
37,418,3,2,1,6,0,571,5,4,1,True,1,0,1,24.0,0,0
30,379,5,4,1,6,0,204,4,3,6,False,0,0,1,9976.0,1,0
10,748,0,6,1,4,0,275,5,5,6,True,0,0,2,8024.5,1,0
33,1218,8,1,1,6,1,120,7,5,1,False,1,0,8,16243.75,2,0
37,573,5,7,1,6,0,578,5,4,13,False,0,0,2,2500.0,0,0
19,624,3,4,1,1,0,241,5,5,7,True,0,0,13,11923.076923076924,2,0
15,924,3,2,1,1,0,200,5,4,11,False,0,0,7,5596.142857142857,2,0
26,29,0,2,1,4,0,116,5,5,1,False,0,0,1,5.0,2,0
34,96,8,2,1,6,0,131,7,4,7,True,0,0,7,15828.57142857143,2,0
17,665,0,2,1,6,1,84,5,5,2,False,1,0,4,5281.5,2,0
45,527,3,2,1,2,0,272,5,5,2,True,0,0,1,860.0,1,0
14,866,0,6,1,6,1,54,4,5,1,False,0,0,21,6294.523809523809,2,0
34,52,3,2,1,6,1,131,5,4,4,True,0,0,8,8313.375,2,0
40,257,2,4,1,6,0,110,2,3,13,False,1,0,8,11250.0,2,0
42,806,0,6,1,2,0,351,5,5,7,True,0,0,7,17612.85714285714,1,0
45,1189,3,2,0,4,0,250,7,5,9,False,0,0,6,0.0,1,0
17,1121,3,2,1,6,1,179,5,5,4,True,0,0,5,13400.0,2,0
40,551,0,6,1,6,0,71,4,5,2,True,0,0,9,3494.222222222222,2,0
38,673,5,4,1,6,1,110,5,5,13,True,1,0,5,15980.0,2,0
39,541,5,2,1,6,1,65,5,4,13,True,1,0,4,18146.75,2,0
40,551,0,4,1,6,0,90,4,5,7,True,1,0,7,4891.571428571428,2,0
2,1144,1,2,1,6,0,426,2,3,13,True,1,0,17,3229.4117647058824,0,0
30,379,5,2,1,6,0,204,4,3,6,True,1,0,2,4779.5,1,0
31,219,3,2,1,6,1,117,5,4,2,True,1,0,15,12000.0,2,0
40,554,0,2,1,6,0,61,2,2,10,True,1,0,12,5391.666666666667,2,0
8,279,0,2,1,6,1,72,4,3,7,True,1,0,8,6468.875,2,0
26,29,5,0,1,1,1,105,5,5,1,True,1,0,11,8454.545454545454,2,0
1,574,5,6,1,1,1,150,5,4,1,True,1,0,10,17889.9,1,0
42,806,5,2,1,2,0,283,5,4,13,False,1,0,3,14009.666666666666,1,0
30,366,5,4,1,6,1,136,5,5,7,False,0,0,5,8339.8,1,0
4,547,5,2,1,4,0,782,4,4,7,False,1,0,2,5995.0,0,0
5,147,5,1,1,4,0,258,5,4,1,True,1,0,8,8250.0,1,0
38,748,5,2,1,4,0,150,5,4,7,False,0,0,5,10835.2,2,0
35,1084,6,1,1,2,0,598,5,5,7,True,1,0,2,11895.0,0,0
13,124,2,3,1,6,0,620,2,2,1,True,1,0,17,1484.1176470588234,0,0
